ticker,market,name,avg_price,quantity,buy_amount,current_price,current_price_source,current_price_updated_at,evaluation_amount,unrealized_pnl_pct,unrealized_pnl_amount,latest_target_date,latest_final_decision,latest_confidence_score,preferred_entry,stop_loss,take_profit1,take_profit2,no_buy_score,no_buy_level,no_buy_reasons,market_regime,market_risk_score,current_rr,distance_to_stop_pct,distance_to_tp1_pct,holding_risk_score,portfolio_action,portfolio_action_reason,add_buy_allowed,trim_required,stop_loss_required,take_profit_suggested,data_status,updated_at,symbol,code,종목코드,stock_name,종목명,종목,시장,현재가,last_price,관찰 기준가,active_scenario_pullback_price,조건부 진입가,매수가,entry,entry_price,buy_price,손절가,stop,1차 목표가,목표가,tp1,target_price,2차 목표가,tp2,손익비,rr,risk_reward,기대수익률,expected_return,수급점수,수급 점수,supply_score,flow_score,실적점수,실적 점수,earnings_score,밸류에이션점수,밸류에이션 점수,벨류에이션점수,valuation_score,차트점수,차트 점수,chart_score,실적상태,earnings_data_status,밸류상태,valuation_data_status,수급상태,flow_data_status,price_data_status
BMNR,미국주식,비트마인 이머전 테크놀로지스,22.7463,211.0,4799.469300000001,19.8700008392334,predictions.prev_close,2026-05-19T08:52:16,4192.570177078247,-12.645129804700561,-606.8991229217532,2026-05-18,관망 우위,20.0,19.60521411963324,18.934628181597645,20.57756372978485,21.046973886409763,75.0,매수금지,"시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 60% 이상 / 손절 터치율 70% 이상 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 최근 보정 성과 개선 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 하락 -1.54% / 나스닥 하락 -1.54% / 반도체 ETF 약세 -4.06% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 시장위험 60 이상: 눌림목 매수 관망 하향 / 매수금지 필터: 관망 우위 · 시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 35% 미만 / 평균 최종 손익 양수 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 하락 -1.54% / 나스닥 하락 -1.54% / 반도체 ETF 약세 -4.06% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 시장위험 60 이상: 눌림목 매수 관망 하향",이벤트 변동성장,100.0,0.7564502605195729,4.940010697146047,3.56096054688817,100,손절 우선,미실현손익률 -10% 이하 / no_buy_score 70 이상 / 시장위험 80 이상 / 최신 예측판단 관망 우위 / 손절 터치율 높음 / 이벤트 변동성장 / 현재 손익비 1:1 미만 / 손절 기준 확인 필요 / 현재가 대체값 사용: predictions.prev_close,0,0,1,0,OK,2026-05-19T08:52:16,BMNR,BMNR,BMNR,BMNR,BMNR,BMNR,미국주식,확인 필요,확인 필요,,,,,,,,확인 필요,확인 필요,확인 필요,확인 필요,확인 필요,확인 필요,,,1:1.45,1:1.45,1:1.45,,,0.0,0.0,0.0,0.0,62.0,62.0,62.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,partial,partial,ok,ok,success,success,저장된 후보 기준
ASTS,미국주식,AST SpaceMobile,81.9264,,,83.66999816894531,predictions.prev_close,2026-05-19T16:21:01,,2.128249464086429,,2026-05-18,관망 우위,10.0,84.56760903835048,76.55428913061878,96.18692290456144,101.79624683997362,35.0,주의,"시장위험 80 이상 / 이벤트 변동성장 / TP1 터치율 50% 이상 / 평균 최종 손익 양수 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 가상매매 평균 -1.5% / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 하락 -1.54% / 나스닥 하락 -1.54% / 반도체 ETF 약세 -4.06% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 시장위험 60 이상: 눌림목 매수 관망 하향 / 매수금지 필터: 관망 우위 · 시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 35% 미만 / TP1 터치율 50% 이상 / 평균 최종 손익 양수 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 가상매매 평균 -1.5% / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 하락 -1.54% / 나스닥 하락 -1.54% / 반도체 ETF 약세 -4.06% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 시장위험 60 이상: 눌림목 매수 관망 하향",이벤트 변동성장,100.0,1.7590551648750183,9.294984146721719,14.959872128050167,45,데이터 부족,시장위험 80 이상 / 최신 예측판단 관망 우위 / 이벤트 변동성장 / 현재가 대체값 사용: predictions.prev_close,0,0,0,0,DATA_MISSING,2026-05-19T16:21:01,ASTS,ASTS,ASTS,AST SpaceMobile,AST SpaceMobile,AST SpaceMobile,미국주식,$89.58,$89.58,,,,,,,,$80.96,$80.96,$90.70,$90.70,$90.70,$90.70,,,1:1.45,1:1.45,1:1.45,,,0.0,0.0,0.0,0.0,9.4,9.4,9.4,2.0,2.0,2.0,2.0,0.0,0.0,0.0,partial,partial,ok,ok,success,success,저장된 후보 기준
CAT,미국주식,Caterpillar,782.78,,,888.3099975585938,predictions.prev_close,2026-05-19T16:21:01,,13.481437640025785,,2026-05-18,비중 축소 우선,33.0,868.3600168495212,851.1222621940301,917.371462941354,930.8081146923864,85.0,매수금지,"시장위험 80 이상 / 이벤트 변동성장 / TP1 터치율 20% 미만 / 평균 최종 손익 음수 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 가상매매 평균 -1.3% / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 하락 -1.54% / 나스닥 하락 -1.54% / 반도체 ETF 약세 -4.06% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 매수금지 필터: 매수금지 · 시장위험 80 이상 / 이벤트 변동성장 / TP1 터치율 20% 미만 / 평균 최종 손익 음수 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 가상매매 평균 -1.3% / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 하락 -1.54% / 나스닥 하락 -1.54% / 반도체 ETF 약세 -4.06% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점",이벤트 변동성장,100.0,0.7814798373135964,4.36925892041653,3.2715454585259707,90,데이터 부족,미실현수익 +10% 이상 / no_buy_score 70 이상 / 시장위험 80 이상 / 최신 예측판단 비중 축소 우선 / 이벤트 변동성장 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.prev_close,0,0,0,0,DATA_MISSING,2026-05-19T16:21:01,CAT,CAT,CAT,Caterpillar,Caterpillar,Caterpillar,미국주식,$872.56,$872.56,,,,,,,,$781.90,$781.90,$912.04,$912.04,$912.04,$912.04,,,1:1.85,1:1.85,1:1.85,,,0.0,0.0,0.0,0.0,14.8,14.8,14.8,4.0,4.0,4.0,4.0,3.0,3.0,3.0,partial,partial,ok,ok,success,success,저장된 후보 기준
INTC,미국주식,Intel,55.29,,,108.7699966430664,predictions.prev_close,2026-05-19T16:21:01,,96.72634589087794,,2026-05-18,비중 축소 우선,0.0,109.36315983227632,102.39755303022636,130.68298220144004,134.55293503937676,85.0,매수금지,"시장위험 80 이상 / 이벤트 변동성장 / TP1 터치율 20% 미만 / 평균 최종 손익 음수 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 하락 -1.54% / 나스닥 하락 -1.54% / 반도체 ETF 약세 -4.06% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 시장위험 60 이상: 눌림목 매수 관망 하향 / 매수금지 필터: 강한 매수금지 · 시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 35% 미만 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 하락 -1.54% / 나스닥 하락 -1.54% / 반도체 ETF 약세 -4.06% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 시장위험 60 이상: 눌림목 매수 관망 하향",이벤트 변동성장,100.0,3.4387099972482216,6.223238177341006,20.146167357421252,75,데이터 부족,미실현수익 +10% 이상 / no_buy_score 70 이상 / 시장위험 80 이상 / 최신 예측판단 비중 축소 우선 / 이벤트 변동성장 / 현재가 대체값 사용: predictions.prev_close,0,0,0,0,DATA_MISSING,2026-05-19T16:21:01,INTC,INTC,INTC,Intel,Intel,Intel,미국주식,$118.96,$118.96,,,,,,,,$100.90,$100.90,$113.47,$113.47,$113.47,$113.47,,,1:1.39,1:1.39,1:1.39,,,0.0,0.0,0.0,0.0,15.6,15.6,15.6,8.0,8.0,8.0,8.0,0.0,0.0,0.0,partial,partial,ok,ok,success,success,저장된 후보 기준
LITE,미국주식,Lumentum,869.0,,,970.7000122070312,predictions.prev_close,2026-05-19T16:21:01,,11.70310842428437,,2026-05-18,손절 우선,0.0,962.8115208979016,915.3741477037196,1025.921935613304,1058.9454629624336,90.0,강한 매수금지,"시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 35% 미만 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 방향 적중률 낮음 / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 하락 -1.54% / 나스닥 하락 -1.54% / 반도체 ETF 약세 -4.06% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 매수금지 필터: 강한 매수금지 · 시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 35% 미만 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 방향 적중률 낮음 / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 하락 -1.54% / 나스닥 하락 -1.54% / 반도체 ETF 약세 -4.06% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점",이벤트 변동성장,100.0,0.998121292853314,6.04407112021903,5.6888763481848015,100,데이터 부족,미실현수익 +10% 이상 / no_buy_score 70 이상 / 시장위험 80 이상 / 최신 예측판단 손절 우선 / 이벤트 변동성장 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.prev_close,0,0,0,0,DATA_MISSING,2026-05-19T16:21:01,LITE,LITE,LITE,Lumentum,Lumentum,Lumentum,미국주식,$868.07,$868.07,,,,,,,,$813.34,$813.34,$925.48,$925.48,$925.48,$925.48,,,1:1.34,1:1.34,1:1.34,,,0.0,0.0,0.0,0.0,12.4,12.4,12.4,2.0,2.0,2.0,2.0,0.0,0.0,0.0,partial,partial,ok,ok,success,success,저장된 후보 기준
RKLB,미국주식,Rocket Lab,67.5,,,124.7699966430664,predictions.prev_close,2026-05-19T16:21:01,,84.8444394712095,,2026-05-18,관망 우위,20.0,127.10799916626486,112.85826044197692,146.95738465474173,156.87734026765477,50.0,주의,"시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 60% 이상 / TP1 터치율 20% 미만 / 평균 최종 손익 양수 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 하락 -1.54% / 나스닥 하락 -1.54% / 반도체 ETF 약세 -4.06% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 시장위험 70 이상: 돌파 접근 관망 하향 / 매수금지 필터: 관망 우위 · 시장위험 80 이상 / 이벤트 변동성장 / TP1 터치율 20% 미만 / 평균 최종 손익 양수 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 하락 -1.54% / 나스닥 하락 -1.54% / 반도체 ETF 약세 -4.06% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 시장위험 70 이상: 돌파 접근 관망 하향",이벤트 변동성장,100.0,1.8626493768092347,10.55459844449187,17.78263092780832,50,데이터 부족,미실현수익 +10% 이상 / no_buy_score 50 이상 / 시장위험 80 이상 / 최신 예측판단 관망 우위 / 이벤트 변동성장 / 현재가 대체값 사용: predictions.prev_close,0,0,0,0,DATA_MISSING,2026-05-19T16:21:01,RKLB,RKLB,RKLB,Rocket Lab,Rocket Lab,Rocket Lab,미국주식,$134.28,$134.28,,,,,,,,$108.68,$108.68,$142.04,$142.04,$142.04,$142.04,,,1:1.39,1:1.39,1:1.39,,,0.0,0.0,0.0,0.0,9.4,9.4,9.4,2.0,2.0,2.0,2.0,0.0,0.0,0.0,partial,partial,ok,ok,success,success,저장된 후보 기준
AAOI,미국주식,AAOI,174.64,,,165.26,,2026-05-19T16:21:01,,,,,,,,,,,,,,이벤트 변동성장,100.0,,,,35,데이터 부족,시장위험 80 이상 / 이벤트 변동성장,0,0,0,0,DATA_MISSING,2026-05-19T16:21:01,AAOI,AAOI,AAOI,AAOI,AAOI,AAOI,미국주식,165.26,165.26,,,,,,,,,,,,,,,,,,,,,수급 데이터 없음,수급 데이터 없음,수급 데이터 없음,수급 데이터 없음,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,,,,,,,,success,success,저장된 후보 기준
SIMO,미국주식,SIMO,244.21,,,258.02,,2026-05-19T16:21:01,,,,,,,,,,,,,,이벤트 변동성장,100.0,,,,35,데이터 부족,시장위험 80 이상 / 이벤트 변동성장,0,0,0,0,DATA_MISSING,2026-05-19T16:21:01,SIMO,SIMO,SIMO,SIMO,SIMO,SIMO,미국주식,258.02,258.02,,,,,,,,,,,,,,,,,,,,,수급 데이터 없음,수급 데이터 없음,수급 데이터 없음,수급 데이터 없음,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,,,,,,,,success,success,저장된 후보 기준
131970,한국주식,두산테스나,178200.0,30.0,5346000.0,173400.0,predictions.current_price_at_prediction,2026-05-19T16:21:01,5202000.0,-2.6936026936026924,-144000.0,2026-05-19,비중 축소 우선,0.0,161188.65180000002,135829.1272564286,197959.9623881786,215711.6295686786,60.0,관망 우위,"시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 60% 이상 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 우선진입가가 예상시초가와 -6.5% 괴리: 즉시매수 금지 / 현재가가 우선진입가 대비 +7.6% (한도 5%) / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 매수금지 필터: 관망 우위 · 시장위험 80 이상 / 이벤트 변동성장 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 우선진입가가 예상시초가와 -6.5% 괴리: 즉시매수 금지 / 현재가가 우선진입가 대비 +7.6% (한도 5%) / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점",이벤트 변동성장,100.0,0.6536968825772338,27.660394719788073,14.163761469537839,90,비중 축소 우선,no_buy_score 50 이상 / 시장위험 80 이상 / 최신 예측판단 비중 축소 우선 / 이벤트 변동성장 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.current_price_at_prediction,0,1,0,0,OK,2026-05-19T16:21:01,131970,131970,131970,두산테스나,두산테스나,두산테스나,한국주식,"165,600원","165,600원","160,693원","160,693원","161,661원","161,661원","161,661원","161,661원","161,661원","151,617원","151,617원","194,698원","194,698원","194,698원","194,698원","201,073원","201,073원",1:3.29,1:3.29,1:3.29,,,10.0,10.0,10.0,10.0,44.0,44.0,44.0,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,21.2,21.2,21.2,partial,partial,data_missing,data_missing,kr_flow_response_empty,kr_flow_response_empty,저장된 후보 기준
222800,한국주식,심텍,98200.0,55.0,5401000.0,100400.0,predictions.current_price_at_prediction,2026-05-19T16:21:01,5522000.0,2.2403258655804503,121000.0,2026-05-19,비중 축소 우선,0.0,93207.4946,87640.81373983882,118637.43339115038,122502.8333911504,70.0,관망 우위,"시장위험 80 이상 / 이벤트 변동성장 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 우선진입가가 예상시초가와 -6.5% 괴리: 즉시매수 금지 / 1차익절가 과대(27.3%): 목표가 보수 확인 / 현재가가 우선진입가 대비 +7.7% (한도 5%) / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 방향 적중률 낮음 / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 매수금지 필터: 강한 매수금지 · 시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 35% 미만 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 우선진입가가 예상시초가와 -6.5% 괴리: 즉시매수 금지 / 1차익절가 과대(27.3%): 목표가 보수 확인 / 현재가가 우선진입가 대비 +7.7% (한도 5%) / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 방향 적중률 낮음 / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점",이벤트 변동성장,100.0,1.429357093727386,14.558498165063538,18.164774293974475,93,비중 축소 우선,no_buy_score 70 이상 / 시장위험 80 이상 / 최신 예측판단 비중 축소 우선 / 이벤트 변동성장 / 현재 손익비 1:1.5 미만 / 현재가 대체값 사용: predictions.current_price_at_prediction,0,1,0,0,OK,2026-05-19T16:21:01,222800,222800,222800,심텍,심텍,심텍,한국주식,"103,600원","103,600원","98,391원","98,391원","98,984원","98,984원","98,984원","98,984원","98,984원","93,856원","93,856원","118,494원","118,494원","118,494원","118,494원","122,483원","122,483원",1:3.81,1:3.81,1:3.81,,,10.0,10.0,10.0,10.0,12.6,12.6,12.6,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,20.5,20.5,20.5,partial,partial,data_missing,data_missing,kr_flow_response_empty,kr_flow_response_empty,저장된 후보 기준
SNDK,미국주식,샌디스크,791.589,5.0,3957.945,1407.6099853515625,predictions.prev_close,2026-05-19T16:21:01,7038.0499267578125,77.82081172825322,3080.1049267578123,2026-05-18,손절 우선,0.0,1358.4941663833374,1193.11307188995,1589.506121255056,1704.6361701866274,90.0,강한 매수금지,"시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 35% 미만 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 현재가가 우선진입가 대비 +6.0% (한도 5%) / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 방향 적중률 낮음 / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 하락 -1.54% / 나스닥 하락 -1.54% / 반도체 ETF 약세 -4.06% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 매수금지 필터: 강한 매수금지 · 시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 35% 미만 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 현재가가 우선진입가 대비 +6.0% (한도 5%) / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 방향 적중률 낮음 / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 하락 -1.54% / 나스닥 하락 -1.54% / 반도체 ETF 약세 -4.06% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점",이벤트 변동성장,100.0,0.848012836026411,17.9779199905872,12.922339127770787,100,손절 우선,미실현수익 +10% 이상 / no_buy_score 70 이상 / 시장위험 80 이상 / 최신 예측판단 손절 우선 / 이벤트 변동성장 / 현재 손익비 1:1 미만 / 손절 기준 확인 필요 / 현재가 대체값 사용: predictions.prev_close,0,0,1,0,OK,2026-05-19T16:21:01,SNDK,SNDK,SNDK,SanDisk,SanDisk,SanDisk,미국주식,"$1,392.56","$1,392.56",,,,,,,,"$1,049.83","$1,049.83","$1,440.56","$1,440.56","$1,440.56","$1,440.56",,,1:1.40,1:1.40,1:1.40,,,0.0,0.0,0.0,0.0,15.6,15.6,15.6,8.0,8.0,8.0,8.0,0.0,0.0,0.0,partial,partial,ok,ok,success,success,저장된 후보 기준
